time,surfconc,burden,atmloss,atmlifetime
2026,1.8665806652054795e-06,5135.900203287671,588.5770831577158,8.72596020173529
2027,1.8665806652054795e-06,5136.002618356165,587.8404495300233,8.737069084753157
2028,1.8665806652054795e-06,5136.027965753425,589.7861459784298,8.708288590321118
2029,1.8665806652054795e-06,5136.129342739726,588.1922326243103,8.73205910901627
2030,1.8665806652054795e-06,5135.846264931507,588.4899129005803,8.72716108185725
2031,1.8665806652054795e-06,5136.005806849315,588.7837363932335,8.72307689460211
2032,1.8665806652054795e-06,5136.261789863014,587.3967410566555,8.744110123293334
2033,1.8665806652054795e-06,5135.9376153424655,588.8328840720112,8.722233004083323
2034,1.8665806652054795e-06,5136.140315616438,589.4779599926107,8.713031977787296
2035,1.8665806652054795e-06,5135.955484383561,588.8397235568086,8.72216203988498
2036,1.8665806652054795e-06,5136.007853150685,588.4670190612446,8.72777519689027
2037,1.8665806652054795e-06,5135.935017534246,587.8100299353184,8.737406229865448
2038,1.8665806652054795e-06,5135.992160821917,587.9015920201587,8.736142630901071
2039,1.8665806652054795e-06,5135.853499726028,588.5382289163025,8.726456918835787
2040,1.8665806652054795e-06,5135.891992876713,588.4914821488104,8.727215514018285
2041,1.8665806652054795e-06,5136.1667490410955,588.2001814301393,8.73200470042888
2042,1.8665806652054795e-06,5136.439886575343,587.0996294411035,8.74883857696357
2043,1.8665806652054795e-06,5136.1388156164385,587.9967486377197,8.73497825883549
2044,1.8665806652054795e-06,5135.913275890411,586.9351905093748,8.750392477631442
2045,1.8665806652054795e-06,5135.970329315069,587.7309113828392,8.738642514532597
2046,1.8665806652054795e-06,5136.221810410959,587.6107716973963,8.740857141836015
2047,1.8665806652054795e-06,5136.113202739726,588.5926299416275,8.726091597934364
2048,1.8665806652054795e-06,5136.015444931507,587.1520988635344,8.747333876303177
2049,1.8665806652054795e-06,5135.877826575343,587.3071200592815,8.744790674522962
2050,1.8665806652054795e-06,5135.916965753425,587.5053174351561,8.741907202091467
2051,1.8665806652054795e-06,5136.0111663013695,587.895210690853,8.736269785674715
2052,1.8665806652054795e-06,5135.969344383561,589.0090045564465,8.719678824352108
2053,1.8665806652054795e-06,5136.335667671233,588.291078698601,8.730942646680402
2054,1.8665806652054795e-06,5136.126300273972,587.6127810988161,8.740664712346096
2055,1.8665806652054795e-06,5136.210635890411,588.1091714528507,8.733430603032495
