time,surfconc,burden,atmprod,atmloss,emis,wetdep,soilsink,lifetime,atmlifetime
2020,9.720752136986301e-10,3.086820362739726,44.05089626365479,106.37248312367366,103.61031433032822,12.759628898450066,28.191972710407956,7.647693413100213,10.59192564951274
2021,9.737652495342466e-10,3.092795833150685,43.96753492893745,106.57765345635367,103.8751602204451,12.79217438878486,28.245803150359322,7.64736411372607,10.591999753140577
2022,9.759264959726026e-10,3.1020553076712334,44.03884859330356,106.76533842036858,104.02806055150099,12.801928512669985,28.239448232965493,7.660343347921319,10.605035342481438
2023,9.77725935780822e-10,3.114168800547945,44.07950261948454,106.99776683533456,104.17672611093009,12.837437407741103,28.197002813830608,7.678542627977186,10.62332089555938
2024,9.794461148493151e-10,3.1281381619178084,43.97407375188063,106.80328789093863,104.08342402599612,12.818048453491192,28.23242926928635,7.722295231106916,10.690405245444412
2025,9.80661025780822e-10,3.131624788767123,43.98459458534476,107.41428696902081,104.66950638946379,12.810441188322024,28.174231252523832,7.702500424837897,10.641443332670105
2026,9.780618435342466e-10,3.1220629906849315,44.35206729559897,107.26745868674861,104.31656155714778,12.778185885450478,28.184413079436716,7.687732229573375,10.623473377213287
2027,9.787412052054795e-10,3.1118419838356166,44.10081222402669,107.02472049405483,104.24188289354174,12.812581347132829,28.261230575501443,7.6693692068754435,10.612710024905828
2028,9.791433160821919e-10,3.1156106205479457,43.87479300080116,106.87369623038713,104.1808261785984,12.788301204451878,28.18781176842626,7.691574866603785,10.640577771807836
2029,9.753753525479452e-10,3.107475581369863,43.93305813766513,107.0187780780285,104.31402029857804,12.804448937058611,28.184894464875427,7.663286148480391,10.598407191427865
2030,9.755354911506848e-10,3.1132067772602743,44.10628133757343,106.95372640670851,104.0703385499822,12.791959258607854,28.188476034162715,7.681258072144139,10.624412181572444
2031,9.811808536164384e-10,3.13035335260274,44.0656282118631,107.43803450520745,104.67513747689596,12.804008128433413,28.257107990135765,7.694178511463205,10.634771745052912
2032,9.742666870958904e-10,3.105998493424657,43.95214632579412,106.7886948963537,103.9015849962661,12.768696926918183,28.10414887263546,7.677621706756455,10.616193513745337
2033,9.761425626849314e-10,3.110924051780822,43.91894063543812,106.67563633130717,103.92188890135266,12.76940948683168,28.172345746425478,7.692096892278204,10.644298154205218
2034,9.778940524383563e-10,3.1076787002739725,44.04530667747206,107.03541777143967,104.26910497095221,12.78391476923687,28.232854206562685,7.661506057566904,10.597452219247252
2035,9.810371581917808e-10,3.1308790602739727,44.000651622324696,107.40367677092912,104.60307215797599,12.780497879764939,28.27396006856503,7.697596761275699,10.63996030077541
2036,9.781733855616439e-10,3.114082130410959,43.96706289166357,107.12688469866289,104.44708723417372,12.81070130415498,28.16957212698616,7.674443233890334,10.610221521864036
2037,9.78872934657534e-10,3.1271164887671237,43.980362276906796,107.4013216233818,104.63162588483476,12.810851188231915,28.181579236836015,7.691681776651487,10.627406638462745
2038,9.809904735068493e-10,3.12268528630137,44.021202233730904,107.22745552297847,104.4470329912024,12.805130273903218,28.218755093168873,7.688160678056254,10.62955493945997
2039,9.769240037260274e-10,3.1171239687671237,44.15653933591892,107.21686100325061,104.30611429580938,12.821075258226987,28.238204285077128,7.673184939978776,10.611672809237586
2040,9.75684730958904e-10,3.1146038882191784,44.056076634556234,107.09177475485352,104.19780588543104,12.801823483135776,28.161387736358986,7.678433871838434,10.615478376395828
2041,9.775738864657533e-10,3.099716679452055,44.036520768915224,107.09352949822355,104.28440885711251,12.806611280178176,28.189272116588157,7.639955928532668,10.564565322490072
2042,9.808147058082192e-10,3.1216579391780823,44.01447108166953,107.38066376847023,104.66491338181702,12.816972883326544,28.223656555921,7.676830750998684,10.610896858085535
2043,9.780573570958905e-10,3.1103955353424655,44.031387177996365,107.06464194975085,104.24952585795702,12.765022715426456,28.23840112230447,7.667381648852348,10.603821670022796
2044,9.765719001369863e-10,3.1027919747945205,44.005964419247896,106.90530138505834,104.20486651797289,12.79938173312323,28.254681743273334,7.654257450080702,10.5936661337385
2045,9.764060027123289e-10,3.115853956712329,43.98221486409044,107.21462518625762,104.45672026287309,12.834948255102216,28.18206919898063,7.67236113654517,10.60757048979334
2046,9.78330340958904e-10,3.1198571210958903,44.07421950104883,107.31922004727906,104.51047195297333,12.844280164205585,28.1822223838814,7.676310642984266,10.610847234058625
2047,9.796166904931507e-10,3.123172870958904,44.14933814509827,107.4622827331754,104.64325194461878,12.818706229451909,28.21565868222057,7.676658806644454,10.607983274750183
2048,9.808797358630136e-10,3.1282133221917805,44.022691728770454,107.45546413074361,104.78575699128606,12.827852767883847,28.22113066238141,7.688644221452859,10.625777589222894
2049,9.785630590136985e-10,3.1343952517808216,44.050000960897094,107.28022590721459,104.46651247101835,12.785501369060905,28.15881851304774,7.71838605278025,10.664167205328958
2050,9.756200086849315e-10,3.1093406383561644,44.00420392714418,107.08598779717289,104.2651990612016,12.812426736103793,28.169876150520047,7.664769598938811,10.59811238002104
2051,9.774084148219178e-10,3.1083399183561644,44.09325520925803,107.16739351403493,104.33726873010002,12.828803571473877,28.17083712323474,7.657196327501635,10.586653579956828
2052,9.77434549260274e-10,3.1162085463013702,43.91303695574889,107.08580178305,104.30782497746804,12.770574869593895,28.177436402251566,7.683488629575539,10.62153992836831
2053,9.763990357260274e-10,3.110868387123288,44.089808896431165,107.08487787095099,104.21216769965149,12.79265341549068,28.193487829342967,7.6683943156501,10.603429577314943
2054,9.792619831780822e-10,3.121101962191781,43.985782293892434,107.24145510272747,104.44161249643767,12.7775667063193,28.15977672911668,7.688024382965951,10.622778431239569
2055,9.794467230958904e-10,3.119556526849315,44.02310110043307,107.26613129400866,104.45302053872823,12.80680901501327,28.193247948861647,7.679688441976632,10.61507596632786
2056,9.80912759068493e-10,3.1276219912328767,44.0113019620871,107.3499608753211,104.59817850710546,12.793436003530639,28.203602763561385,7.69534961645167,10.634209994038672
2057,9.810480619178082e-10,3.131782663013699,44.0027896285048,107.53600158337836,104.69562419465899,12.807190684053202,28.191419698120345,7.695853894748165,10.629934674609355
2058,9.753618568767123e-10,3.099768392876712,44.03600418556554,106.8347971617092,103.9713857428083,12.79350022829812,28.154709221718562,7.655923974889732,10.590327247848345
2059,9.787931683835616e-10,3.1136009947945205,44.19258192118999,107.06472344485998,104.22893587049711,12.829860704227656,28.22266336150577,7.672734824610615,10.614741499662092
2060,9.791078255068492e-10,3.1125538230136987,44.07172682708851,107.31305066793522,104.47824608365083,12.812205858785516,28.225097518525246,7.658102016079461,10.586616803164441
2061,9.76236026821918e-10,3.109933846575342,43.97867339569869,106.89679593770711,104.1935446688969,12.77925151889154,28.223396707530007,7.674983908258066,10.618895019655048
2062,9.79768493260274e-10,3.119192331780822,44.36335601614531,107.28785958661982,104.4511807496151,12.809011288983102,28.214004587774568,7.676478191790675,10.611687151618657
2063,9.785696938082193e-10,3.1179817054794516,43.951857598783036,106.95394783376824,104.27338290580333,12.803015114761758,28.224416764584937,7.6905846175127826,10.640685505773192
2064,9.753620116986302e-10,3.103481499726027,43.91805454006546,106.61255373024719,103.82063238236378,12.771261651467846,28.12244260489356,7.679475859951913,10.62511597148451
2065,9.778888732328766e-10,3.1172600802739727,43.95417955284343,107.38971032328725,104.53016747964,12.75306597657526,28.142668358970862,7.673038523219759,10.595055391012359
2066,9.788857752602738e-10,3.1152146104109586,43.95533948434996,107.18121633301196,104.42336385714404,12.778725455656744,28.20976887288721,7.673993069995375,10.608699655611073
2067,9.773963225753424e-10,3.107579358356164,44.08798973009997,106.95528720219133,104.15390882466059,12.806187218044009,28.210738479183934,7.665401791152448,10.60505277925859
2068,9.797881315342467e-10,3.1197401821917805,43.95812539394293,107.24313746138556,104.52983353950475,12.784622011276898,28.22294100453736,7.680942908429137,10.617976995591043
2069,9.812034023835616e-10,3.125159650958904,44.00872897342802,107.48023300148115,104.73942877430153,12.803819038868026,28.25875574451947,7.679155185029404,10.61295868780151
2070,9.830512920273973e-10,3.1277835468493147,44.047256425995954,107.48445502983903,104.8281954078454,12.836737627680847,28.294167683156765,7.681850597293395,10.62145213727014
2071,9.782696921643835e-10,3.1269084219178085,56.505114424897556,107.30408437970782,104.47596711952248,12.8102836996248,28.163056709112478,7.6972039110362305,10.636329274860618
2072,9.789916313424657e-10,3.1239496271232876,43.95359428922303,107.36762615938582,104.6849689832302,12.833415550021503,28.177563857937525,7.684676706187785,10.619976008478815
2073,9.76199659589041e-10,3.11363583369863,43.980554238763304,107.0323189461945,104.31225388992603,12.808333002390444,28.21541479670551,7.6759912935898,10.618073965783278
2074,9.802471200547945e-10,3.122964498356164,43.94008113530528,107.34712526259602,104.67792263262167,12.825903263401104,28.198871409607953,7.682600562469849,10.618654566776552
2075,9.785943856438356e-10,3.136691509041096,43.8432128623156,107.02495724431641,104.30077543526275,12.80243576131122,28.148469364641794,7.7370213118624545,10.697433853549143
