time,surfconc,burden,atmprod,atmloss,emis,wetdep,soilsink,lifetime,atmlifetime
2026,1.049221089479452e-09,3.2288699320547942,43.96570470605936,110.80700860561936,109.97059936857579,13.264097254503,29.48932411221289,7.674747494600789,10.63594749132351
2027,1.0509657653424658e-09,3.223682270958904,43.878686070409266,110.5361576361336,109.61052853414475,13.297115176413477,29.518769359047337,7.672829212038699,10.644879051914522
2028,1.0519072635068493e-09,3.22452803890411,44.120859533429396,110.7319968611013,109.75373612267623,13.296845613083201,29.581462075348156,7.661938680816065,10.628840511892262
2029,1.0528817223013697e-09,3.2223974928767123,43.88293481819743,110.65623061641935,109.88243343223897,13.286298862256704,29.628338112582778,7.658842483266319,10.629090457428587
2030,1.0539748794520547e-09,3.2263219057534247,43.96170387940256,110.81095852545664,109.93565939684716,13.294988625469985,29.62782941882324,7.66004401814531,10.627175428046387
2031,1.0519566087123287e-09,3.2126845830136985,44.10149059256581,110.61282998462508,109.73808903899271,13.278224302517835,29.661294921475626,7.636678167696721,10.601210302303924
2032,1.0532228549589042e-09,3.225694556712329,43.82751617440052,110.69810107139315,109.9375315749343,13.285558058512326,29.584204045862673,7.666828780787396,10.635941373923538
2033,1.0502836203561643e-09,3.2217149975342467,43.95190352212467,110.62968757947715,109.72041310443093,13.306658522471425,29.568275799535794,7.660524872369521,10.629388908426652
2034,1.0535228466575343e-09,3.2242735402739724,44.06563655337582,111.10595151227454,110.14712430426934,13.325817133180191,29.58524250833431,7.641102975468613,10.592230444738913
2035,1.054454041041096e-09,3.2245121663013703,44.040909084041864,110.99615493631323,110.11852136537426,13.308201186930013,29.622793190386908,7.646129652553647,10.603492899148645
2036,1.0510093994246575e-09,3.2121203838356163,43.9682380061777,110.54257712123481,109.69263302615921,13.318682470670483,29.607113736146538,7.639515000226418,10.606084737957332
2037,1.0554409026027396e-09,3.232067685753425,43.885696438702404,110.88973633162001,110.13362545923789,13.28326351708366,29.626939335034805,7.6703847320164105,10.638538284301154
2038,1.0532359672328768e-09,3.221514310958904,43.87580495116309,110.78714031295958,109.97120550453954,13.294341147682456,29.61256736526471,7.650606724739999,10.613621041019432
2039,1.0586922602465752e-09,3.2349650134246573,43.94756131598299,111.00261362108536,110.3086223409152,13.33198790817692,29.71658017976703,7.6647398403617215,10.63724710060079
2040,1.0544100084931506e-09,3.2292516082191782,43.98527288764384,110.92007691867659,110.08982324807238,13.30696643228369,29.63719973653293,7.660498718534353,10.626361518520872
2041,1.0543696401643835e-09,3.2422578112328764,43.89825595838673,110.75603786065521,109.96508399176757,13.345094555278516,29.58019994153556,7.70050651530861,10.68496240890175
2042,1.057208484219178e-09,3.249290506849315,43.81685546951033,111.02775925443059,110.43821460086019,13.32044707798081,29.67202553341386,7.700228863654591,10.681932545195203
2043,1.0510775436712328e-09,3.226025878356164,43.923322224822186,110.67744723533689,109.85541320150074,13.347842571562179,29.565259342924307,7.66648372649141,10.639018833676625
2044,1.0557312850410959e-09,3.2398043824657536,43.81456217349803,110.83231828939074,110.25746913398949,13.305056987603056,29.650279493062648,7.689359730260005,10.669528688485403
2045,1.0580046571780822e-09,3.25348202739726,43.89621686107082,111.15407893775009,110.43754721502695,13.342659877785104,29.650146796871073,7.703827004237731,10.683557016967864
2046,1.0525871208219179e-09,3.2257243682191783,45.03768788897905,110.67924445197855,109.9056963517974,13.284867644426669,29.603063351779035,7.666933971819178,10.63785175106472
2047,1.052818294438356e-09,3.233498492328767,43.959005294569934,110.90625996709753,110.03597183571709,13.280536920660222,29.570107076688554,7.6759281649746764,10.641662157304168
2048,1.0585408770410959e-09,3.2512921284931506,43.809432148380736,111.281337464334,110.60476928818511,13.293635400197084,29.672922309266863,7.693600133492052,10.664156757464815
2049,1.0566054726849315e-09,3.24174562,59.148667136369205,110.91375609956502,110.33141446322226,13.3473537091047,29.65267602363644,7.6876619264578,10.668082958418902
2050,1.051055717260274e-09,3.2241298586301372,43.84346304350266,110.61392205623146,109.81573232615344,13.272035563889336,29.61070924374623,7.666664185247006,10.638872363659258
2051,1.0514236939726027e-09,3.2233073550684934,43.86647315221129,110.6461256316153,109.86736286010618,13.315839831232122,29.583589313560186,7.6622679589339135,10.633062638967203
2052,1.0535499170958905e-09,3.224812001369863,44.02166964786194,110.74996930665604,109.90256090543906,13.325403421766016,29.622607680946295,7.658242335813116,10.628051527859514
2053,1.0555768248767123e-09,3.2383326446575342,43.92382919893182,110.93546968988237,110.18113560388895,13.354705594211815,29.650686400007245,7.678217481499733,10.654765501099249
2054,1.0587947983561643e-09,3.2508113328767125,43.87690070381956,111.0183042838774,110.37508412994903,13.326567072711706,29.67255501980111,7.703973273779423,10.687842371163976
2055,1.0553285482739727e-09,3.2348764397260275,43.871403426668635,111.14136932837896,110.2924945334498,13.275059896892552,29.62433433742421,7.6650483494872725,10.623676023024409
