time,surfconc,burden,atmprod,atmloss,emis,wetdep,soilsink,lifetime,atmlifetime
2009,1.7636994263013698e-09,2.874418587671233,56.4988082811888,104.58235792843446,122.865510636643,33.65201181528338,40.6834091397818,5.863938123126103,10.031928953236458
2010,1.7647465408219177e-09,2.8803786098630138,56.48488598450756,104.67061608703423,122.865510636643,33.712552257354496,40.714295752317184,5.870201445355568,10.04425341039176
2011,1.7641828608219176e-09,2.881957957260274,56.470309590596116,104.68702752290362,122.865510636643,33.69468285881503,40.69712626357967,5.874031092147023,10.048185331939626
2012,1.7636476939726028e-09,2.8821929931506847,56.63071941034173,104.94409204530876,123.12420395673162,33.77281257444312,40.7784491300996,5.860878404496697,10.02438938673944
2013,1.7625793443835616e-09,2.8831574413698635,56.406388133918824,104.69865758332752,122.865510636643,33.67256793395557,40.64460659129765,5.878544113694388,10.051250802928914
2014,1.7610097071232878e-09,2.8823616353424657,56.29734698287013,104.64191973439571,122.865510636643,33.659036763539966,40.60979019219269,5.880373406088125,10.053924847426018
2015,1.7607717564383562e-09,2.8826655156164382,56.33035940382331,104.68480202188945,122.865510636643,33.645433214569145,40.61028951237408,5.880014684638192,10.050865960275608
2016,1.7606331504109588e-09,2.883872502191781,56.47051182111435,104.91051318634396,123.12420395673162,33.72780941062603,40.69541446501744,5.869578588752432,10.033441180774027
2017,1.7602384819178083e-09,2.8840620315068493,56.33243678426488,104.69954750466808,122.865510636643,33.651019375003315,40.594092519890964,5.882727347282735,10.054318921035122
2018,1.7592356849315069e-09,2.8853526030136982,56.341687428596686,104.74240739475843,122.865510636643,33.62803324170665,40.58050422496363,5.885153056417294,10.054702066669343
2019,1.7585415534246575e-09,2.8865830594520547,56.33466945563062,104.749596638435,122.865510636643,33.631980965627896,40.56234544647099,5.887893809070352,10.058299511517253
2020,1.7584696857534246e-09,2.8876818506849316,56.48136961702678,104.99461475108996,123.12420395673162,33.704393821751204,40.646439707661386,5.87694801069889,10.038647010598783
2021,1.7571295542465753e-09,2.8881458583561646,56.35930035269867,104.80389077641738,122.865510636643,33.63321517757519,40.53288293163488,5.890223522188851,10.058531515293769
2022,1.7558209953424656e-09,2.8893193320547947,56.370185962544696,104.84495823421003,122.865510636643,33.61615531183807,40.517812427800784,5.8923225204407075,10.058676868792842
2023,1.7555035479452055e-09,2.890613842191781,56.37422303221592,104.87181002605455,122.865510636643,33.6125560734272,40.498826406607975,5.89482195298367,10.060606869833519
2024,1.7545182736986302e-09,2.8913627484931506,56.5335533459445,105.13913558281152,123.12420395673162,33.68745664180622,40.57309422696808,5.882660243583001,10.03762678235802
2025,1.753790536712329e-09,2.8923437747945204,56.3962347853103,104.92495191463932,122.865510636643,33.61452145516569,40.46601422950384,5.897615162296711,10.061529298186946
2026,1.7541653630136987e-09,2.8933148073972603,56.38283440351457,104.91682665294461,122.865510636643,33.61423530196161,40.460090727333366,5.900067622754561,10.065686681444825
2027,1.752655304657534e-09,2.89502291479452,56.38300132682884,104.95470947775155,122.865510636643,33.602303637688294,40.435693862816095,5.9034995432990796,10.067993796162115
2028,1.7521463690410958e-09,2.8959527010958905,56.5328692002216,105.21214158920904,123.12420395673162,33.666826157519914,40.51844929362654,5.892073327132813,10.04658511778086
2029,1.75169642e-09,2.8969138243835615,56.39270991370514,104.98828417390843,122.865510636643,33.596433581990325,40.41845919435599,5.907009942029386,10.071348000587454
